supplier,sku,group,prob,source
IEK,0000352,"Контакторы, пускатели, управление",1.0,rules
IEK,010300001_,УЗО и дифавтоматы,1.0,rules
IEK,010300002_,УЗО и дифавтоматы,1.0,rules
IEK,010300003_,УЗО и дифавтоматы,1.0,rules
IEK,010300004_,УЗО и дифавтоматы,1.0,rules
IEK,010300005_,УЗО и дифавтоматы,1.0,rules
IEK,010300006_,УЗО и дифавтоматы,1.0,rules
IEK,010300007_,УЗО и дифавтоматы,1.0,rules
IEK,010300008_,УЗО и дифавтоматы,1.0,rules
IEK,010300009_,УЗО и дифавтоматы,1.0,rules
IEK,010300010_,УЗО и дифавтоматы,1.0,rules
IEK,010300011_,УЗО и дифавтоматы,1.0,rules
IEK,010300012_,УЗО и дифавтоматы,1.0,rules
IEK,010300013_,УЗО и дифавтоматы,1.0,rules
IEK,010300014_,УЗО и дифавтоматы,1.0,rules
IEK,010300015_,УЗО и дифавтоматы,1.0,rules
IEK,010300016_,УЗО и дифавтоматы,1.0,rules
IEK,010300017_,УЗО и дифавтоматы,1.0,rules
IEK,010300018_,УЗО и дифавтоматы,1.0,rules
IEK,010300019_,УЗО и дифавтоматы,1.0,rules
IEK,010300020_,УЗО и дифавтоматы,1.0,rules
IEK,010300021_,УЗО и дифавтоматы,1.0,rules
IEK,010300023_,УЗО и дифавтоматы,1.0,rules
IEK,010300024_,УЗО и дифавтоматы,1.0,rules
IEK,010300052_,УЗО и дифавтоматы,1.0,rules
IEK,010300053_,УЗО и дифавтоматы,1.0,rules
IEK,010300057_,УЗО и дифавтоматы,1.0,rules
IEK,010300068_,УЗО и дифавтоматы,1.0,rules
IEK,010300069_,УЗО и дифавтоматы,1.0,rules
IEK,010300074_,УЗО и дифавтоматы,1.0,rules
IEK,010300075_,УЗО и дифавтоматы,1.0,rules
IEK,010300094_,УЗО и дифавтоматы,1.0,rules
IEK,010300095_,УЗО и дифавтоматы,1.0,rules
IEK,010300096_,УЗО и дифавтоматы,1.0,rules
IEK,010300103_,УЗО и дифавтоматы,1.0,rules
IEK,010300108_,УЗО и дифавтоматы,1.0,rules
IEK,010300115_,УЗО и дифавтоматы,1.0,rules
IEK,010300121_,УЗО и дифавтоматы,1.0,rules
IEK,010300122_,УЗО и дифавтоматы,1.0,rules
IEK,010300123_,УЗО и дифавтоматы,1.0,rules
IEK,010300124_,УЗО и дифавтоматы,1.0,rules
IEK,010300125_,УЗО и дифавтоматы,1.0,rules
IEK,010300127_,УЗО и дифавтоматы,1.0,rules
IEK,010300130_,УЗО и дифавтоматы,1.0,rules
IEK,010300131_,УЗО и дифавтоматы,1.0,rules
IEK,010300142_,УЗО и дифавтоматы,1.0,rules
IEK,010300144_,УЗО и дифавтоматы,1.0,rules
IEK,010300150_,УЗО и дифавтоматы,1.0,rules
IEK,010300153_,УЗО и дифавтоматы,1.0,rules
IEK,010300156_,УЗО и дифавтоматы,1.0,rules
IEK,010300157_,УЗО и дифавтоматы,1.0,rules
IEK,010300159_,УЗО и дифавтоматы,1.0,rules
IEK,010300160_,УЗО и дифавтоматы,1.0,rules
IEK,010300161_,УЗО и дифавтоматы,1.0,rules
IEK,010300162_,УЗО и дифавтоматы,1.0,rules
IEK,010300163_,УЗО и дифавтоматы,1.0,rules
IEK,010300165_,УЗО и дифавтоматы,1.0,rules
IEK,010300166_,УЗО и дифавтоматы,1.0,rules
IEK,010300167_,УЗО и дифавтоматы,1.0,rules
IEK,010300168_,УЗО и дифавтоматы,1.0,rules
IEK,010300169_,УЗО и дифавтоматы,1.0,rules
IEK,010300171_,УЗО и дифавтоматы,1.0,rules
IEK,010300184_,УЗО и дифавтоматы,1.0,rules
IEK,010300185_,УЗО и дифавтоматы,1.0,rules
IEK,010300188_,УЗО и дифавтоматы,1.0,rules
IEK,010300189_,УЗО и дифавтоматы,1.0,rules
IEK,010300191_,УЗО и дифавтоматы,1.0,rules
IEK,010300200_,УЗО и дифавтоматы,1.0,rules
IEK,010300239_,Розетки и выключатели,1.0,rules
IEK,010300242_,Розетки и выключатели,1.0,rules
IEK,010300250_,Розетки и выключатели,1.0,rules
IEK,010300251_,Прочее,0.744,laya_low_confidence
IEK,010300252_,Прочее,0.787,laya_low_confidence
IEK,010400842_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400849_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400850_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400854_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400865_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400867_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400925_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400926_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400927_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400928_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400929_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400930_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400931_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400932_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400933_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400934_,"Контакторы, пускатели, управление",1.0,rules
IEK,010400939_,Прочее,0.189,laya_low_confidence
IEK,010400940_,Розетки и выключатели,1.0,rules
IEK,010400941_,Розетки и выключатели,1.0,rules
IEK,010400942_,Розетки и выключатели,1.0,rules
IEK,010400943_,Прочее,0.482,laya_low_confidence
IEK,010400944_,Прочее,0.511,laya_low_confidence
IEK,010400945_,Розетки и выключатели,1.0,rules
IEK,010400946_,Розетки и выключатели,1.0,rules
IEK,010400947_,Прочее,0.469,laya_low_confidence
IEK,010400948_,Прочее,0.206,laya_low_confidence
IEK,010400949_,Розетки и выключатели,1.0,rules
IEK,010400950_,Прочее,0.699,laya_low_confidence
IEK,010400951_,Прочее,0.183,laya_low_confidence
IEK,010400952_,Розетки и выключатели,1.0,rules
IEK,010400953_,Розетки и выключатели,1.0,rules
IEK,010400954_,Розетки и выключатели,1.0,rules
IEK,010400955_,Прочее,0.201,laya_low_confidence
IEK,010400956_,Розетки и выключатели,1.0,rules
IEK,010400957_,Розетки и выключатели,1.0,rules
IEK,010400958_,Прочее,0.466,laya_low_confidence
IEK,010500001_,Автоматы и предохранители,1.0,rules
IEK,010500002_,Автоматы и предохранители,1.0,rules
IEK,010500003_,Автоматы и предохранители,1.0,rules
IEK,010500004_,Автоматы и предохранители,1.0,rules
IEK,010500005_,Автоматы и предохранители,1.0,rules
IEK,010500006_,Автоматы и предохранители,1.0,rules
IEK,010500007_,Автоматы и предохранители,1.0,rules
IEK,010500008_,Автоматы и предохранители,1.0,rules
IEK,010500009_,Автоматы и предохранители,1.0,rules
IEK,010500010_,Автоматы и предохранители,1.0,rules
IEK,010500011_,Автоматы и предохранители,1.0,rules
IEK,010500012_,Автоматы и предохранители,1.0,rules
IEK,010500017_,Розетки и выключатели,1.0,rules
IEK,010500018_,Автоматы и предохранители,1.0,rules
IEK,010500019_,Автоматы и предохранители,1.0,rules
IEK,010500020_,Автоматы и предохранители,1.0,rules
IEK,010500021_,Автоматы и предохранители,1.0,rules
IEK,010500022_,Автоматы и предохранители,1.0,rules
IEK,010500023_,Автоматы и предохранители,1.0,rules
IEK,010500024_,Автоматы и предохранители,1.0,rules
IEK,010500025_,Автоматы и предохранители,1.0,rules
IEK,010500029_,Розетки и выключатели,1.0,rules
IEK,010500030_,Розетки и выключатели,1.0,rules
IEK,010500031_,Розетки и выключатели,1.0,rules
IEK,010500032_,Автоматы и предохранители,1.0,rules
IEK,010500033_,Автоматы и предохранители,1.0,rules
IEK,010500034_,Автоматы и предохранители,1.0,rules
IEK,010500035_,Автоматы и предохранители,1.0,rules
IEK,010500036_,Автоматы и предохранители,1.0,rules
IEK,010500037_,Автоматы и предохранители,1.0,rules
IEK,010500038_,Автоматы и предохранители,1.0,rules
IEK,010500039_,Автоматы и предохранители,1.0,rules
IEK,010500040_,Розетки и выключатели,1.0,rules
IEK,010500041_,Розетки и выключатели,1.0,rules
IEK,010500042_,Розетки и выключатели,1.0,rules
IEK,010500044_,Автоматы и предохранители,1.0,rules
IEK,010500046_,Автоматы и предохранители,1.0,rules
IEK,010500047_,Автоматы и предохранители,1.0,rules
IEK,010500048_,Автоматы и предохранители,1.0,rules
IEK,010500050_,Автоматы и предохранители,1.0,rules
IEK,010500053_,Автоматы и предохранители,1.0,rules
IEK,010500054_,Автоматы и предохранители,1.0,rules
IEK,010500063_,Автоматы и предохранители,1.0,rules
IEK,010500068_,Автоматы и предохранители,1.0,rules
IEK,010500082_,Автоматы и предохранители,1.0,rules
IEK,010500090_,Автоматы и предохранители,1.0,rules
IEK,010500091_,Автоматы и предохранители,1.0,rules
IEK,010500092_,Автоматы и предохранители,1.0,rules
IEK,010500093_,Автоматы и предохранители,1.0,rules
IEK,010500094_,Автоматы и предохранители,1.0,rules
IEK,010500095_,Автоматы и предохранители,1.0,rules
IEK,010500101_,Розетки и выключатели,1.0,rules
IEK,010500102_,Розетки и выключатели,1.0,rules
IEK,010500103_,Автоматы и предохранители,1.0,rules
IEK,010500111_,Розетки и выключатели,1.0,rules
IEK,010500122_,Розетки и выключатели,1.0,rules
IEK,010500123_,Автоматы и предохранители,1.0,rules
IEK,010500124_,Розетки и выключатели,1.0,rules
IEK,010500129_,Автоматы и предохранители,1.0,rules
IEK,010500136_,Автоматы и предохранители,1.0,rules
IEK,010500137_,Автоматы и предохранители,1.0,rules
IEK,010500138_,Автоматы и предохранители,1.0,rules
IEK,010500139_,Автоматы и предохранители,1.0,rules
IEK,010500141_,Автоматы и предохранители,1.0,rules
IEK,010500143_,Автоматы и предохранители,1.0,rules
IEK,010500145_,Автоматы и предохранители,1.0,rules
IEK,010500147_,Автоматы и предохранители,1.0,rules
IEK,010500148_,Автоматы и предохранители,1.0,rules
IEK,010500149_,Автоматы и предохранители,1.0,rules
IEK,010500150_,Автоматы и предохранители,1.0,rules
IEK,010500151_,Автоматы и предохранители,1.0,rules
IEK,010500152_,Автоматы и предохранители,1.0,rules
IEK,010500153_,Автоматы и предохранители,1.0,rules
IEK,010500156_,Автоматы и предохранители,1.0,rules
IEK,010500157_,Автоматы и предохранители,1.0,rules
IEK,010500160_,Автоматы и предохранители,1.0,rules
IEK,010500162_,Автоматы и предохранители,1.0,rules
IEK,010500163_,Автоматы и предохранители,1.0,rules
IEK,010500187_,Автоматы и предохранители,1.0,rules
IEK,010500188_,Прочее,0.498,laya_low_confidence
IEK,010700001_,Прочее,0.429,laya_low_confidence
IEK,010700002_,Прочее,0.418,laya_low_confidence
IEK,010700003_,Прочее,0.38,laya_low_confidence
IEK,010700016_,Прочее,0.569,laya_low_confidence
IEK,010700021_,Прочее,0.487,laya_low_confidence
IEK,010700029_,Прочее,0.394,laya_low_confidence
IEK,010700030_,Прочее,0.355,laya_low_confidence
IEK,010700031_,Прочее,0.419,laya_low_confidence
IEK,010700032_,Прочее,0.408,laya_low_confidence
IEK,010700036_,Автоматы и предохранители,1.0,rules
IEK,010700037_,Автоматы и предохранители,1.0,rules
IEK,010700041_,Автоматы и предохранители,1.0,rules
IEK,010700042_,Автоматы и предохранители,1.0,rules
IEK,010700043_,Автоматы и предохранители,1.0,rules
IEK,010700044_,Автоматы и предохранители,1.0,rules
IEK,010700045_,Автоматы и предохранители,1.0,rules
IEK,010700046_,Автоматы и предохранители,1.0,rules
IEK,010700047_,Прочее,0.396,laya_low_confidence
IEK,010700048_,Прочее,0.526,laya_low_confidence
IEK,010700049_,Прочее,0.4,laya_low_confidence
IEK,010700055_,Автоматы и предохранители,1.0,rules
IEK,010700058_,Автоматы и предохранители,1.0,rules
IEK,010700059_,Автоматы и предохранители,1.0,rules
IEK,010700068_,Автоматы и предохранители,1.0,rules
IEK,010700071_,Автоматы и предохранители,1.0,rules
IEK,010700084_,Прочее,0.421,laya_low_confidence
IEK,010700102_,Прочее,0.424,laya_low_confidence
IEK,010700103_,Прочее,0.43,laya_low_confidence
IEK,010700118_,Прочее,0.37,laya_low_confidence
IEK,010700133_,Прочее,0.549,laya_low_confidence
IEK,010700134_,Прочее,0.606,laya_low_confidence
IEK,010700135_,Прочее,0.621,laya_low_confidence
IEK,010700136_,Прочее,0.588,laya_low_confidence
IEK,010700137_,Прочее,0.547,laya_low_confidence
IEK,010700138_,Прочее,0.602,laya_low_confidence
IEK,010700139_,Прочее,0.553,laya_low_confidence
IEK,010700140_,Прочее,0.556,laya_low_confidence
IEK,010700141_,Прочее,0.592,laya_low_confidence
IEK,010700142_,Прочее,0.489,laya_low_confidence
IEK,010700143_,Прочее,0.528,laya_low_confidence
IEK,010700144_,Прочее,0.536,laya_low_confidence
IEK,010700145_,Прочее,0.51,laya_low_confidence
IEK,010700146_,Прочее,0.476,laya_low_confidence
IEK,010700147_,Прочее,0.548,laya_low_confidence
IEK,010700148_,Прочее,0.502,laya_low_confidence
IEK,010700149_,Прочее,0.48,laya_low_confidence
IEK,010700150_,Прочее,0.533,laya_low_confidence
IEK,010700151_,Прочее,0.483,laya_low_confidence
IEK,010700152_,Прочее,0.545,laya_low_confidence
IEK,010700153_,Прочее,0.534,laya_low_confidence
IEK,010700154_,Прочее,0.525,laya_low_confidence
IEK,010700155_,Прочее,0.479,laya_low_confidence
IEK,010700156_,Прочее,0.556,laya_low_confidence
IEK,010700158_,Прочее,0.501,laya_low_confidence
IEK,010700159_,Прочее,0.481,laya_low_confidence
IEK,010700160_,Прочее,0.523,laya_low_confidence
IEK,010700161_,УЗО и дифавтоматы,1.0,rules
IEK,010700162_,УЗО и дифавтоматы,1.0,rules
IEK,010700163_,УЗО и дифавтоматы,1.0,rules
IEK,010700164_,УЗО и дифавтоматы,1.0,rules
IEK,010700165_,УЗО и дифавтоматы,1.0,rules
IEK,010700166_,УЗО и дифавтоматы,1.0,rules
IEK,010700167_,УЗО и дифавтоматы,1.0,rules
IEK,010700168_,УЗО и дифавтоматы,1.0,rules
IEK,010700169_,УЗО и дифавтоматы,1.0,rules
IEK,010700170_,УЗО и дифавтоматы,1.0,rules
IEK,010700171_,УЗО и дифавтоматы,1.0,rules
IEK,010700172_,УЗО и дифавтоматы,1.0,rules
IEK,010700175_,Прочее,0.366,laya_low_confidence
IEK,010800001_,Автоматы и предохранители,1.0,rules
IEK,010800002_,Автоматы и предохранители,1.0,rules
IEK,010800003_,Автоматы и предохранители,1.0,rules
IEK,010800004_,Автоматы и предохранители,1.0,rules
IEK,010800005_,Автоматы и предохранители,1.0,rules
IEK,010800006_,Автоматы и предохранители,1.0,rules
IEK,010800009_,Автоматы и предохранители,1.0,rules
IEK,010800010_,Автоматы и предохранители,1.0,rules
IEK,010800011_,Автоматы и предохранители,1.0,rules
IEK,010800012_,Автоматы и предохранители,1.0,rules
IEK,010800015_,Автоматы и предохранители,1.0,rules
IEK,010800016_,Автоматы и предохранители,1.0,rules
IEK,010800017_,Автоматы и предохранители,1.0,rules
IEK,010800018_,Автоматы и предохранители,1.0,rules
IEK,010800019_,Автоматы и предохранители,1.0,rules
IEK,010800020_,Автоматы и предохранители,1.0,rules
IEK,010800021_,Автоматы и предохранители,1.0,rules
IEK,010800022_,Автоматы и предохранители,1.0,rules
IEK,010800023_,Автоматы и предохранители,1.0,rules
IEK,010800025_,Автоматы и предохранители,1.0,rules
IEK,010800027_,Автоматы и предохранители,1.0,rules
IEK,010800028_,Автоматы и предохранители,1.0,rules
IEK,010800029_,Автоматы и предохранители,1.0,rules
IEK,010800030_,Автоматы и предохранители,1.0,rules
IEK,010800031_,Автоматы и предохранители,1.0,rules
IEK,010800033_,Автоматы и предохранители,1.0,rules
IEK,010800034_,Автоматы и предохранители,1.0,rules
IEK,010800035_,Автоматы и предохранители,1.0,rules
IEK,010800036_,Прочее,0.328,laya_low_confidence
IEK,010800037_,Прочее,0.552,laya_low_confidence
IEK,010800038_,Прочее,0.336,laya_low_confidence
IEK,010800039_,Прочее,0.344,laya_low_confidence
IEK,010800040_,Автоматы и предохранители,1.0,rules
IEK,010800041_,Автоматы и предохранители,1.0,rules
IEK,010800042_,Автоматы и предохранители,1.0,rules
IEK,010800044_,Автоматы и предохранители,1.0,rules
IEK,010800045_,Автоматы и предохранители,1.0,rules
IEK,010800046_,Автоматы и предохранители,1.0,rules
IEK,010800048_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800049_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800050_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800051_,Прочее,0.4,laya_low_confidence
IEK,010800052_,Прочее,0.325,laya_low_confidence
IEK,010800053_,Прочее,0.429,laya_low_confidence
IEK,010800054_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800055_,Автоматы и предохранители,1.0,rules
IEK,010800056_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800057_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800058_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800060_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800061_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800062_,"Контакторы, пускатели, управление",1.0,rules
IEK,010800070_,Прочее,0.373,laya_low_confidence
IEK,010800106_,Автоматы и предохранители,1.0,rules
IEK,010800115_,Автоматы и предохранители,1.0,rules
IEK,010800139_,Автоматы и предохранители,1.0,rules
IEK,010800203_,Автоматы и предохранители,1.0,rules
IEK,010800209_,Автоматы и предохранители,1.0,rules
IEK,010800258_,Автоматы и предохранители,1.0,rules
IEK,011100062_,Прочее,0.453,laya_low_confidence
IEK,011100063_,Прочее,0.535,laya_low_confidence
IEK,011100064_,Прочее,0.487,laya_low_confidence
IEK,011100065_,Прочее,0.413,laya_low_confidence
IEK,011100066_,Прочее,0.38,laya_low_confidence
IEK,011100067_,Прочее,0.399,laya_low_confidence
IEK,011100068_,Прочее,0.488,laya_low_confidence
IEK,011100069_,Прочее,0.36,laya_low_confidence
IEK,011100071_,Прочее,0.378,laya_low_confidence
IEK,011100098_,Прочее,0.45,laya_low_confidence
IEK,011100121_,Прочее,0.245,laya_low_confidence
IEK,011100123_,"Контакторы, пускатели, управление",1.0,rules
IEK,011100124_,"Контакторы, пускатели, управление",1.0,rules
IEK,011100126_,"Контакторы, пускатели, управление",1.0,rules
IEK,011100210_,Прочее,0.292,laya_low_confidence
IEK,011100245_,"Контакторы, пускатели, управление",1.0,rules
IEK,011100249_,Прочее,0.523,laya_low_confidence
IEK,011100251_,Прочее,0.475,laya_low_confidence
IEK,011100253_,Прочее,0.527,laya_low_confidence
IEK,011100354_,Прочее,0.51,laya_low_confidence
IEK,020100001_,Прочее,0.387,laya_low_confidence
IEK,020100002_,Прочее,0.402,laya_low_confidence
IEK,020100003_,Прочее,0.292,laya_low_confidence
IEK,020100004_,Прочее,0.398,laya_low_confidence
IEK,020100005_,Прочее,0.412,laya_low_confidence
IEK,020100006_,Прочее,0.407,laya_low_confidence
IEK,020100007_,Прочее,0.281,laya_low_confidence
IEK,020100008_,Розетки и выключатели,1.0,rules
IEK,020100009_,Розетки и выключатели,1.0,rules
IEK,020100010_,Розетки и выключатели,1.0,rules
IEK,020100011_,Розетки и выключатели,1.0,rules
IEK,020100012_,Розетки и выключатели,1.0,rules
IEK,020100013_,Розетки и выключатели,1.0,rules
IEK,020100015_,Розетки и выключатели,1.0,rules
IEK,020100017_,Розетки и выключатели,1.0,rules
IEK,020100018_,Розетки и выключатели,1.0,rules
IEK,020100019_,Розетки и выключатели,1.0,rules
IEK,020100020_,Розетки и выключатели,1.0,rules
IEK,020100021_,Розетки и выключатели,1.0,rules
IEK,020100022_,Розетки и выключатели,1.0,rules
IEK,020100023_,Розетки и выключатели,1.0,rules
IEK,020100044_,Прочее,0.279,laya_low_confidence
IEK,020100045_,Розетки и выключатели,1.0,rules
IEK,020300080_,Прочее,0.638,laya_low_confidence
IEK,020300082_,Прочее,0.557,laya_low_confidence
IEK,020300088_,Прочее,0.64,laya_low_confidence
IEK,020300150_,Прочее,0.61,laya_low_confidence
IEK,030200406_,Розетки и выключатели,1.0,rules
IEK,030200407_,Розетки и выключатели,1.0,rules
IEK,030200408_,Розетки и выключатели,1.0,rules
IEK,030200409_,Розетки и выключатели,1.0,rules
IEK,030200410_,Розетки и выключатели,1.0,rules
IEK,030200411_,Розетки и выключатели,1.0,rules
IEK,030200412_,Розетки и выключатели,1.0,rules
IEK,030200413_,Розетки и выключатели,1.0,rules
IEK,030200414_,Розетки и выключатели,1.0,rules
IEK,030200415_,Розетки и выключатели,1.0,rules
IEK,030200416_,Розетки и выключатели,1.0,rules
IEK,030200417_,Розетки и выключатели,1.0,rules
IEK,030200418_,Розетки и выключатели,1.0,rules
IEK,030200419_,Розетки и выключатели,1.0,rules
IEK,030200420_,Розетки и выключатели,1.0,rules
IEK,030200421_,Розетки и выключатели,1.0,rules
IEK,030200422_,Розетки и выключатели,1.0,rules
IEK,030200423_,Розетки и выключатели,1.0,rules
IEK,030200424_,Розетки и выключатели,1.0,rules
IEK,030200425_,Розетки и выключатели,1.0,rules
IEK,030200426_,Розетки и выключатели,1.0,rules
IEK,030200427_,Розетки и выключатели,1.0,rules
IEK,030200428_,Розетки и выключатели,1.0,rules
IEK,030200429_,Розетки и выключатели,1.0,rules
IEK,030200430_,Розетки и выключатели,1.0,rules
IEK,030200431_,Розетки и выключатели,1.0,rules
IEK,030200432_,Розетки и выключатели,1.0,rules
IEK,030200433_,Розетки и выключатели,1.0,rules
IEK,030200434_,Розетки и выключатели,1.0,rules
IEK,030200435_,Розетки и выключатели,1.0,rules
IEK,030200436_,Розетки и выключатели,1.0,rules
IEK,030200437_,Розетки и выключатели,1.0,rules
IEK,030200438_,Розетки и выключатели,1.0,rules
IEK,030200439_,Розетки и выключатели,1.0,rules
IEK,030200440_,Розетки и выключатели,1.0,rules
IEK,030200441_,Розетки и выключатели,1.0,rules
IEK,030200442_,Розетки и выключатели,1.0,rules
IEK,030200443_,Розетки и выключатели,1.0,rules
IEK,030200444_,Розетки и выключатели,1.0,rules
IEK,030200445_,Розетки и выключатели,1.0,rules
IEK,030200446_,Розетки и выключатели,1.0,rules
IEK,030200447_,Розетки и выключатели,1.0,rules
IEK,030200448_,Розетки и выключатели,1.0,rules
IEK,030200449_,Розетки и выключатели,1.0,rules
IEK,030200450_,Розетки и выключатели,1.0,rules
IEK,030200451_,Розетки и выключатели,1.0,rules
IEK,030200452_,Розетки и выключатели,1.0,rules
IEK,030200453_,Розетки и выключатели,1.0,rules
IEK,030200454_,Розетки и выключатели,1.0,rules
IEK,030200455_,Розетки и выключатели,1.0,rules
IEK,030200456_,Розетки и выключатели,1.0,rules
IEK,030200457_,Розетки и выключатели,1.0,rules
IEK,030200458_,Розетки и выключатели,1.0,rules
IEK,030200459_,Розетки и выключатели,1.0,rules
IEK,030200460_,Розетки и выключатели,1.0,rules
IEK,030200461_,Розетки и выключатели,1.0,rules
IEK,030200462_,Розетки и выключатели,1.0,rules
IEK,030200463_,Розетки и выключатели,1.0,rules
IEK,030200464_,Розетки и выключатели,1.0,rules
IEK,030200465_,Розетки и выключатели,1.0,rules
IEK,030200466_,Розетки и выключатели,1.0,rules
IEK,030200467_,Розетки и выключатели,1.0,rules
IEK,030200468_,Розетки и выключатели,1.0,rules
IEK,030200469_,Розетки и выключатели,1.0,rules
IEK,030200470_,Розетки и выключатели,1.0,rules
IEK,030200471_,Розетки и выключатели,1.0,rules
IEK,030200472_,Розетки и выключатели,1.0,rules
IEK,030200473_,Розетки и выключатели,1.0,rules
IEK,030200474_,Розетки и выключатели,1.0,rules
IEK,030200475_,Розетки и выключатели,1.0,rules
IEK,030200476_,Розетки и выключатели,1.0,rules
IEK,030200477_,Розетки и выключатели,1.0,rules
IEK,030200478_,Розетки и выключатели,1.0,rules
IEK,030200479_,Розетки и выключатели,1.0,rules
IEK,030200480_,Розетки и выключатели,1.0,rules
IEK,030200481_,Розетки и выключатели,1.0,rules
IEK,030200482_,Розетки и выключатели,1.0,rules
IEK,030200483_,Розетки и выключатели,1.0,rules
IEK,030200484_,Розетки и выключатели,1.0,rules
IEK,030200485_,Розетки и выключатели,1.0,rules
IEK,030200486_,Розетки и выключатели,1.0,rules
IEK,030200487_,Розетки и выключатели,1.0,rules
IEK,030200488_,Розетки и выключатели,1.0,rules
IEK,030200489_,Розетки и выключатели,1.0,rules
IEK,030200490_,Розетки и выключатели,1.0,rules
IEK,030200491_,Розетки и выключатели,1.0,rules
IEK,030200492_,Розетки и выключатели,1.0,rules
IEK,030200493_,Розетки и выключатели,1.0,rules
IEK,030200494_,Розетки и выключатели,1.0,rules
IEK,030200495_,Розетки и выключатели,1.0,rules
IEK,030200496_,Розетки и выключатели,1.0,rules
IEK,030200497_,Розетки и выключатели,1.0,rules
IEK,030200498_,Розетки и выключатели,1.0,rules
IEK,030200499_,Розетки и выключатели,1.0,rules
IEK,030200500_,Розетки и выключатели,1.0,rules
IEK,030200501_,Розетки и выключатели,1.0,rules
IEK,030200502_,Розетки и выключатели,1.0,rules
IEK,030200503_,Розетки и выключатели,1.0,rules
IEK,030200504_,Розетки и выключатели,1.0,rules
IEK,030200505_,Розетки и выключатели,1.0,rules
IEK,030200506_,Розетки и выключатели,1.0,rules
IEK,030200507_,Розетки и выключатели,1.0,rules
IEK,030200508_,Розетки и выключатели,1.0,rules
IEK,030200509_,Розетки и выключатели,1.0,rules
IEK,030200510_,Розетки и выключатели,1.0,rules
IEK,030200511_,Розетки и выключатели,1.0,rules
IEK,030200512_,Розетки и выключатели,1.0,rules
IEK,030200513_,Розетки и выключатели,1.0,rules
IEK,030200514_,Розетки и выключатели,1.0,rules
IEK,030200515_,Розетки и выключатели,1.0,rules
IEK,030200516_,Розетки и выключатели,1.0,rules
IEK,030200517_,Розетки и выключатели,1.0,rules
IEK,030200518_,Розетки и выключатели,1.0,rules
IEK,030200519_,Розетки и выключатели,1.0,rules
IEK,030200520_,Розетки и выключатели,1.0,rules
IEK,030200521_,Розетки и выключатели,1.0,rules
IEK,030200522_,Розетки и выключатели,1.0,rules
IEK,030200523_,Розетки и выключатели,1.0,rules
IEK,030200524_,Розетки и выключатели,1.0,rules
IEK,030200525_,Розетки и выключатели,1.0,rules
IEK,030200527_,Розетки и выключатели,1.0,rules
IEK,030200528_,Розетки и выключатели,1.0,rules
IEK,030200529_,Розетки и выключатели,1.0,rules
IEK,030200530_,Розетки и выключатели,1.0,rules
IEK,030200531_,Розетки и выключатели,1.0,rules
IEK,030200532_,Розетки и выключатели,1.0,rules
IEK,030200533_,Розетки и выключатели,1.0,rules
IEK,030200534_,Розетки и выключатели,1.0,rules
IEK,030200535_,Розетки и выключатели,1.0,rules
IEK,030200536_,Розетки и выключатели,1.0,rules
IEK,030200538_,Розетки и выключатели,1.0,rules
IEK,030200539_,Розетки и выключатели,1.0,rules
IEK,030200540_,Розетки и выключатели,1.0,rules
IEK,030200541_,Розетки и выключатели,1.0,rules
IEK,030200542_,Розетки и выключатели,1.0,rules
IEK,030200543_,Розетки и выключатели,1.0,rules
IEK,030200550_,Розетки и выключатели,1.0,rules
IEK,030200551_,Розетки и выключатели,1.0,rules
IEK,030200552_,Розетки и выключатели,1.0,rules
IEK,030200553_,Розетки и выключатели,1.0,rules
IEK,030200554_,Розетки и выключатели,1.0,rules
IEK,030200555_,Розетки и выключатели,1.0,rules
IEK,030200556_,Розетки и выключатели,1.0,rules
IEK,030200557_,Розетки и выключатели,1.0,rules
IEK,030200558_,Розетки и выключатели,1.0,rules
IEK,030200559_,Розетки и выключатели,1.0,rules
IEK,030200560_,Розетки и выключатели,1.0,rules
IEK,030200561_,Розетки и выключатели,1.0,rules
IEK,030200562_,Розетки и выключатели,1.0,rules
IEK,030200563_,Розетки и выключатели,1.0,rules
